Frequency_Hz,Ch_1,Ch_2,Ch_3,Ch_4,Ch_5,Ch_6,Ch_7,Ch_8,Ch_9,Ch_10,Ch_11,Ch_12,Ch_13,Ch_14,Ch_15,Ch_16,Ch_17,Ch_18,Ch_19,Ch_20,Ch_21,Ch_22,Ch_23,Ch_24,Ch_25,Ch_26,Ch_27,Ch_28,Ch_29,Ch_30,Ch_31,Ch_32,Ch_33,Ch_34,Ch_35,Ch_36,Ch_37,Ch_38,Ch_39,Ch_40,Ch_41,Ch_42,Ch_43,Ch_44,Ch_45,Ch_46,Ch_47,Ch_48,Ch_49,Ch_50,Ch_51,Ch_52,Ch_53,Ch_54,Ch_55,Ch_56,Ch_57,Ch_58,Ch_59,Ch_60,Ch_61,Ch_62,Ch_63,Ch_64,Ch_65
0,0.0140822667635482,0.0515683234558697,0.00118933091454739,0.0198297182234949,0.0106572142363388,0.00358553592595613,0.000802545190226962,0.00131530617335297,0.000899581119497704,0.0020584188117435,0.0220513076328871,0.0284589842481329,0.00518040201378128,0.000125493555937353,0.00278634894241765,0.00148262606057822,0.0143499804054684,0.000300412218305735,0.12209952565007,0.00110246373805936,0.0483019260008996,0.0375495394694976,0.0227136786672744,0.0155176800246664,0.00136498644818068,0.00816061801935869,0.000990912322245307,0.000323859080597992,0.000224391959497793,0.0128044977117978,0.000907712787076269,0.0126671603376006,0.00349699815381138,0.00290700020490994,0.0790197488555233,0.0483878939650293,2.87012643026231e-07,0.000559365463247662,0.000584706726059484,0.0324983338134583,0.0135077932009381,0.000182403665514889,0.00136454010198418,6.41004881825078e-06,0.00406893555913948,0.00336571910791373,0.00218750555747672,0.0519589859569232,0.0125669367919608,0.00458045678572134,0.000319873119388509,0.000190596714598774,0.00627685317752859,0.0482665934353967,0.00985210955130152,0.0164204213391927,0.0110809557589144,3.10569616808098e-05,0.000336989467767325,0.000230696754742123,0.000767980159689708,0.0083406854784644,0.0422187509511596,0.00383918427642267,0.0969426247001454
0.25,0.0894128567706631,0.158030824362267,0.0689162762170492,0.104338068850023,0.0845596945514964,0.00985257334035441,0.0294815994263771,0.0110182798803754,0.0239544374146058,0.01125409185379,0.101616311985428,0.0930489850301836,0.0458102720139303,0.00720499307797779,0.0250643233758409,0.00684027169471269,0.0666398901427432,0.00271421002600979,0.50644410843128,0.0750543869668821,0.204558797432811,0.116979210472761,0.136894711579737,0.0834945884320971,0.0494208583854652,0.122624346482961,0.0198596452850216,0.0110561148801233,0.0659811643419794,0.0537842840346523,0.00616834878612792,0.0433949929131518,0.0286538827454109,0.0126819319160498,0.324669673604642,0.200365305520502,0.0735519605009777,0.0499012681984486,0.0995130395967159,0.119637233242244,0.0736622205331455,0.0102484021272292,0.0268356744327629,0.00671676160328612,0.0557123099104135,0.0326228159060649,0.0918685877196883,0.194012472838681,0.0456949737884379,0.0644895913473076,0.0335070097661107,0.000367404065204136,0.049141821378088,0.139977580785506,0.104022733900878,0.0845417455986063,0.0494271589957529,0.00212662209419799,0.0268546286689608,0.00106525888693453,0.00437859533104568,0.0323601721963881,0.205740627601236,0.0297466807905189,0.373073662419978
0.5,0.289249688245046,0.0666640723290973,0.311502000328861,0.156598006137298,0.157938602288285,0.0272867491452301,0.0780278826235091,0.04191859619517,0.0717154540759463,0.0213395776202539,0.208508932274428,0.0572862079343521,0.0827138940619735,0.0173160056935456,0.0903523840210909,0.0143737852454602,0.123370483935205,0.0051009155685016,0.576354745367656,0.213270231606365,0.199515559780318,0.0673211945274618,0.239432891110275,0.158434809783926,0.167350408204526,0.327536485026344,0.0632224165615378,0.0543911703024553,0.229005168744468,0.0473078543235244,0.00422234034448552,0.0206599211507722,0.078179466294883,0.0132819225677444,0.31349615641551,0.25547838115796,0.213478633981354,0.147422857269141,0.370672438742798,0.114428044193299,0.134739040001629,0.0486703226511063,0.0669499160414004,0.0380445100929267,0.130633644094951,0.0851079810146258,0.448699163292507,0.158566714148491,0.0356294429756005,0.194405918892225,0.113243499563864,0.0210624541308935,0.44929630054424,0.0576996574339987,0.239925491624529,0.104182951439111,0.0413408561386115,0.022396566271078,0.0976755982756018,0.0226552323539374,0.0156802605210811,0.0255740375641855,0.316314380060944,0.03474113457814,0.331893461581301
0.75,0.968023223656183,0.102183731334755,0.719368562088719,0.246254908988073,0.222776823343805,0.181142878788712,0.238610594920814,0.144583298475297,0.284256073770337,0.0637630150479065,0.647147226940926,0.130852023510209,0.126218416727581,0.108703626404845,0.416529225546653,0.00800295705244714,0.301876174662876,0.0852466811066096,0.944340736380345,0.43800324614793,0.0718569064881223,0.170594262680058,0.443108878496568,0.438511581582276,0.379276873921552,0.488916650672428,0.210407177011529,0.122848613829443,0.633272315360937,0.0253099718121149,0.0058468414954488,0.103744144211446,0.128504371513128,0.0582716880353658,0.268627228689435,0.473515546014997,0.472500528714925,0.252745343025118,1.10614067181312,0.182619621658565,0.228142550633784,0.19697525055651,0.135250243194807,0.0988527801276548,0.484835221615317,0.168358750415796,1.36817504164396,0.189460277069875,0.012918820911697,0.284867305283516,0.415790230041487,0.0543842626452377,2.07487669272395,0.235509620336603,0.439904176435544,0.115828492157003,0.035128091258934,0.112737513766489,0.480341372332448,0.068112789610081,0.116039181968945,0.00684323042141825,0.603709509803384,0.0378590741301988,0.290275814745399
1,4.39468612737211,3.32401942809958,4.10479524530157,1.39849302145971,0.162225068665687,0.143635274978571,0.774368834214034,1.45466781062392,2.5984211634316,1.55490681994046,2.33555053533994,1.80616657227755,0.100752179058858,1.43048460340173,2.51029923930297,0.88367361258251,2.34223914524931,1.05161868105729,1.67324186527364,0.789517745093535,0.00728548409703167,0.317651342057297,0.785686838416723,0.478038542208285,0.620407105345292,0.158881797089548,0.605833358913478,0.180457660303691,0.367264876111421,0.296471161278386,0.889314429801522,1.54677944068606,1.80381987721897,1.28500566480188,1.52706661899154,0.699111541026807,0.632305384496438,0.657405982564904,4.39602519344291,2.22403644635798,1.33307677466702,0.221281780882893,0.478692260968457,0.508846595186188,2.28296241446343,1.34254013136745,6.54231621410732,2.25571713997482,0.35492148712241,0.268022076794536,1.44216604741838,0.905485147314612,6.70663815465676,2.8666828956367,0.168552436506136,0.254854709833005,0.530130775850257,0.566437147845338,3.46157070627962,1.94415588341914,1.34933947270912,0.662797821005152,1.24600760914908,0.589344998585758,0.115043029510435
1.25,1.44420699677011,4.74705736302298,3.0711877704442,1.12287515193106,0.472410206059099,0.258867870266271,0.909423364049539,0.796008813787365,3.18262636068537,1.76067700929591,1.94030288123703,2.73172223251013,1.14553172680738,1.0296865481351,1.42644449916918,1.15234888297737,0.760028422096014,0.0389442598457791,2.43328169967813,2.16593469023448,0.191413231860918,0.744369642121623,1.71731549082745,0.947060996615107,1.46272043180067,0.0695505759775187,0.688838097626342,0.089288420911532,1.81111969526625,1.40709378824108,0.985058920669947,0.240203178319762,0.145978510720004,0.203214623353321,1.0725808117481,0.560997449531593,1.60375023405013,1.3187857008166,0.784889356421782,2.40736925782147,1.2276843988807,0.00765952958666147,0.912429527911602,0.263463821799077,2.89166967175595,3.8541021544554,5.13854660292852,2.95320089948012,0.374891811624258,0.00315553633405429,0.819987756727454,1.37276929765468,2.46640604735928,3.80360176270103,1.14910367720826,1.41716608197972,1.73165223897351,0.791734039749007,2.07439578922517,2.02596256360376,0.61265694909731,0.41706465442261,2.14210587934949,2.20734411618013,1.10836409108458
1.5,2.03037679178494,3.79380263306846,0.165838957218447,2.07102354012632,1.7563887038984,0.373066701941017,1.40201471539323,2.96848433351986,1.25394331124464,1.5836197201274,4.56980731912184,3.40668152178399,2.0557893889248,0.292028694652756,0.0355436747647471,0.817544900051916,0.715910904629867,0.179141833471128,2.47337660606414,2.64052792989404,0.710436061534494,0.0880796853510012,2.50913793610746,2.06393293615774,0.759605020963128,1.84587366875567,0.908938500424426,0.176450642269481,4.94105557644029,3.18534131815285,1.13874792493495,0.53232546868031,0.150324360830354,1.02766757921497,2.05269561404332,1.34215722072806,1.61895176270166,2.02235448479815,0.505911545714179,1.71333262920819,0.338704981228866,0.165415268425868,1.25368802224695,0.918918356047956,1.82420491584699,2.93877268804547,0.782389174881251,2.95798992859672,0.215621083352975,0.674001145054302,0.791172906400608,1.5793982340179,2.19762929132184,4.74933325077607,2.9784697040441,2.0889417735709,1.1438339216156,1.79036387864752,1.2524369735158,2.83094686487038,0.52569832974878,1.85350202422297,2.89991588241981,1.84850845671169,0.921344075089512
1.75,2.28408987773589,2.35043659480598,1.26663272121372,0.20900901064449,0.471054956028528,1.59323882703529,2.04568268151651,7.60823944695462,2.9496810421351,5.67314616909073,6.81750997269163,0.874493686980441,8.32360006859735,0.217251384324384,0.398663519412835,4.18945872980331,2.59535125105294,1.85659598677354,1.34195647207526,4.63002517523096,0.377542137864172,0.270238614362123,1.38530025503483,2.68846075857955,5.15005776179604,0.701034109876656,0.980889482847837,2.68089110213495,7.57671011793351,0.141957244096709,5.46431031205673,1.24359840304393,2.00672167962163,0.441811778554099,0.593534085162445,0.590211038247223,2.79815694364221,4.70961624753064,3.0560425445609,1.1547548936453,1.08156749460854,1.04514113559569,0.11604762583769,3.73366054613847,3.88282162360757,10.2873213723153,2.20498207350764,1.00912621894781,4.12792239226659,0.872951724052368,0.730852212220994,7.29188317358572,2.65290754375144,1.54844304982897,9.17923818492053,0.100536226557309,2.1759405206988,0.561193144773175,2.20116000455037,7.35953870287039,0.224754015801909,1.24515013991623,2.06319180904612,7.14931181661857,0.341733138444567
2,0.841096666411095,1.2884200043165,0.272992678989298,1.30773455377097,0.112492038909679,0.049699989333585,0.356350997835379,0.461303738292774,0.226109404541426,0.77131109558397,0.194988173269838,0.132552657300291,0.130526209644527,1.86060322478531,0.0926796641231969,1.86773276126345,3.33440584303425,5.66604679728613,0.709149462876109,0.124459201762992,0.682509456231513,1.07284506053882,0.0671066883761043,0.020652077684706,0.0493362470963509,0.313239558226594,0.230562728664426,1.68589964110972,0.553908670434054,0.463531641313221,0.18202664281354,4.52475181207306,2.65757714881747,4.03101908252229,0.196857026236336,0.521054978098974,0.11369225383802,0.371598746618375,0.505759958374649,1.70556840776297,0.0732609868667715,0.108916191704807,0.355421545953989,0.492635283864086,0.716972117196122,1.23884309899625,0.113169541248083,0.304702573188231,0.584984263727791,0.948317722698485,0.456862920313887,1.11069885877616,0.458892926878034,0.308354351008476,0.108750523251094,0.240689388342787,0.0872368154109635,0.437419414991287,0.423364788658033,0.933324683934623,0.119824887315309,0.415531271174891,0.0386007659888837,0.656351663176978,2.85658051145905
2.25,1.49848946105052,0.100311541690531,2.12062662040991,0.148935049048979,1.91368074229643,1.27807900303541,0.656347464390113,4.01966708743294,0.397350093997918,2.59552290188491,3.24306121137708,0.215273452849748,4.20482243312712,1.78723230531167,0.683665580686638,2.57019494636697,0.382531330188542,0.389989425985737,0.0800985932682457,1.42777195623877,1.92132798993036,0.00730397949991311,0.24639869439421,1.25156430607241,3.71809160354295,0.302457059151672,1.1586944445827,2.69067072558517,5.32390882194932,0.574562075657973,2.2356589347832,3.92492206884077,1.82657069756818,0.0058756927103289,0.938544008834924,0.109989654947526,0.78034798781626,3.43251366515464,1.30793193432432,0.0744665653117785,3.20340824804377,0.307448485658426,0.519773695904851,2.64752057032975,1.50079644113398,4.23738507260796,2.545260366135,0.0391676048569,3.41780125645977,0.917841065205845,0.0642101399875372,3.60843161736615,3.37301581451868,0.230874999969059,4.99273439883978,0.296236717082777,2.13705139586834,1.6447036305112,0.120954798830728,3.02465360171311,0.544140868413524,1.18109467362294,0.29754701647782,3.12066863169751,1.01852218864349
