Frequency_Hz,Ch_1,Ch_2,Ch_3,Ch_4,Ch_5,Ch_6,Ch_7,Ch_8,Ch_9,Ch_10,Ch_11,Ch_12,Ch_13,Ch_14,Ch_15,Ch_16,Ch_17,Ch_18,Ch_19,Ch_20,Ch_21,Ch_22,Ch_23,Ch_24,Ch_25,Ch_26,Ch_27,Ch_28,Ch_29,Ch_30,Ch_31,Ch_32,Ch_33,Ch_34,Ch_35,Ch_36,Ch_37,Ch_38,Ch_39,Ch_40,Ch_41,Ch_42,Ch_43,Ch_44,Ch_45,Ch_46,Ch_47,Ch_48,Ch_49,Ch_50,Ch_51,Ch_52,Ch_53,Ch_54,Ch_55,Ch_56,Ch_57,Ch_58,Ch_59,Ch_60,Ch_61,Ch_62,Ch_63,Ch_64,Ch_65
0,0.0503321317520195,0.0118592163467564,0.00824294087744742,0.00195737374493602,0.00254006721418907,0.00569535716458825,0.00251436273532335,0.0404817437192058,3.65574782261734e-05,0.0316964355069087,0.0428232048089348,0.00700665178754383,0.034094289228043,1.68256104326061e-05,0.0151341778352128,0.0191803278624768,0.00677107330692587,2.40972365888938e-05,0.0284274016988005,0.0215724672161067,0.00263095804335181,0.00400807178238783,0.0138590510166892,0.0258643966786958,0.0229095458503227,0.00106900173340836,0.00245139718432245,0.0117508981487045,0.0783744490567911,0.00915363068021452,0.0266482002744001,0.0104050557069847,3.06918635135041e-05,0.000722426426166537,0.0140338089212353,0.0157749828633417,0.0108472226162803,0.0313049387819916,0.0142278375655911,0.00757837165293702,0.000117810853080674,3.61270685828218e-06,0.00284176536286859,0.0168175666122692,0.0038616554353186,0.0901772830132643,0.0328878939554723,0.00238898814137306,0.0093468000723077,0.00106368859581676,0.00260982790856325,0.0411103543142154,0.0561913524638268,0.00730162329117413,0.0390022184960438,0.0016479835080234,0.0422183425016143,0.000356556468268161,0.00444790967627277,0.0277016729084109,0.0136170047329968,0.00130995760672207,0.0154066359561578,0.0291658831822465,0.00723085781611338
0.25,0.216539829298977,0.0506823375209616,0.0358700061050737,0.00900587836229982,0.0110714761664182,0.0266408545497294,0.0106849665513342,0.171748236020938,0.000627294193277353,0.133938286338992,0.186477129010888,0.030353901417758,0.148644019390265,0.00025353948844751,0.0646103888128743,0.081582077351432,0.0287066570571537,0.000622053869367282,0.12598243106835,0.0934689003665534,0.0119482786976979,0.0204365719319288,0.0601655351068029,0.112549210573333,0.100950695448983,0.0044831391393832,0.0104600052052633,0.0503945716299021,0.339914874193512,0.0405345123104457,0.114866197843093,0.0446396564875153,0.00114805705745907,0.00356950156865054,0.062501274928,0.0710597435749105,0.0465801428588124,0.134311907527966,0.0609195809976838,0.0324917505048437,0.000590123270910065,0.000413699514829494,0.0123938201847369,0.0725834506439381,0.0156164585999765,0.378419639724657,0.143035771774281,0.0104305984950435,0.0407858465007724,0.0047838807742396,0.0112715535528431,0.172627609670524,0.242731687091894,0.0313439610132275,0.171060445578877,0.00668449986795708,0.180793394939308,0.00248917325469615,0.0197691847136896,0.118578378336289,0.0585314524967276,0.00655989276805456,0.0681878890277507,0.122800652411298,0.0321125774352537
0.5,0.293891462231028,0.0636059721762755,0.0479885444746785,0.0165497665539224,0.0172743982186776,0.0424432689955517,0.0163264273693896,0.211040338977577,0.00337262449962323,0.162440157315001,0.253284368950469,0.0418852526408644,0.194704024504967,0.000564812006800383,0.0779942354691028,0.0938958695758475,0.0382844086200413,0.00231957415611906,0.179138675826156,0.133775238445538,0.0167256887598384,0.037235047232131,0.087410821153001,0.156066933152559,0.134829645847508,0.00681910486240291,0.0116611127498297,0.0579984867634968,0.456055762554825,0.0557935045572206,0.144112873186439,0.0518582842272662,0.00473400290959109,0.00726234565689916,0.095122238975001,0.105342188013347,0.0668655871649206,0.179048169267582,0.0810680161726851,0.0424307345413365,0.000874489874230564,0.00215856994619501,0.0197834259141329,0.0930731363808147,0.0192410638140415,0.447211021772326,0.190629834295072,0.0159419924757077,0.0514395630879114,0.00504756235690317,0.0122986532565751,0.199699063494688,0.326786047759521,0.0395703398172286,0.231196244725225,0.00933628935186139,0.228348640660775,0.00796241551248071,0.0246063853653676,0.138714364558923,0.0719939207373441,0.0127495253654265,0.103203834396304,0.157954186446196,0.0412074154509141
0.75,0.634428276145784,0.329226144320039,0.107294968568522,0.135514672472885,0.0510901301276302,0.137171355244448,0.101000849777642,0.452934361614187,0.0748024995476446,0.309402685074808,0.527119244184943,0.233102051518868,0.289375623036087,0.00846881757469843,0.0375982337016603,0.208251980612007,0.138049923376845,0.00824615031530068,0.36507815017385,0.283293851926285,0.0277807523060933,0.0709376539129377,0.156384142772908,0.327391041068217,0.280822969957491,0.052957225263881,0.00359313410877394,0.146037047325871,0.859055602835084,0.167152189292708,0.132578703540019,0.167584975641931,0.0118295334005244,0.0667318533819598,0.216965172560528,0.233961590705335,0.185989533613733,0.36197254893355,0.182481040348886,0.24259655867552,0.00502855172935356,0.0237294578605874,0.0919538144900753,0.235481726980581,0.0942834611823761,0.735519672681115,0.382011621385174,0.148932658717697,0.0577334117716861,0.00864597165352464,0.00733492158940212,0.40496124122808,0.609227732119796,0.272815382504104,0.449873004773179,0.0507126660046548,0.268021259895772,0.063579172703353,0.0348423788999058,0.279638251490707,0.092878038507591,0.0718867695091515,0.212019588246014,0.330150084949771,0.0497343715324403
1,1.8456828991283,0.532548789210589,0.0447345496542516,0.0481465892326399,0.571720647611741,0.229040219498317,0.151919883452951,0.689053207734311,0.209181177360003,0.284194586382377,1.40984740842637,0.902625037517282,2.00793760400896,0.332199552104,0.815369140810734,0.219873227223645,0.012765191699647,0.260763900716095,2.09512805648288,1.72181597729167,1.30327134283487,1.08590820315925,1.06526758323137,1.20409707351955,0.539213459195686,0.584874285027446,0.165860129932002,0.132977955501054,3.64682192327367,1.42433389391985,2.04124077383543,0.186905662741678,0.464906745545447,0.119204335009947,1.82273087752734,1.39725100042404,0.864706610625646,0.933008147979889,0.0828284298070543,0.207540744516519,0.387720883364702,0.0782627612929484,0.281790587767438,0.304083323047601,0.0261373895618734,1.23018908506363,0.248782199688816,0.0963508915726106,0.421451247872666,0.275912980279972,0.213754165499859,0.417088265769108,1.04278555870402,0.512115217947012,1.68544392658839,0.712639531531369,2.84628441809019,0.393605693847206,0.548473606509667,0.264879508680976,1.11344058772515,0.123345921767559,1.40069779028902,0.616586371108943,1.17064999748901
1.25,0.584668192816685,0.171482982242715,1.91753508143226,1.18576833424655,0.285247781232413,0.194227587333494,1.48262957360393,0.439677084954085,1.85155840770619,0.907206104448327,0.098384025706061,0.0575750189358392,0.347995290317167,0.226642722778489,2.06886182115379,1.56531239851513,2.3772997633692,5.34141457498734,1.31132976529658,0.608372485553421,2.75678594988577,2.40757914400427,0.13020172661341,0.1853461706852,0.0719546486337738,0.0598014551599161,0.480880828134764,0.252982375027667,0.11646835181966,0.172857032285344,1.38571863253813,0.486915543827494,3.72862106024121,3.24737851314515,0.684745547946802,0.902391974801784,0.465701599624328,0.0220727177508659,1.96274850258982,1.26003601724947,0.702117815340027,1.05510145233627,0.235287449769387,0.0433248357175427,1.96779015951981,1.84159751634792,0.49957581851308,0.196370649155633,0.062872272831235,0.079028656752023,1.71134820465254,1.20790705574607,0.137228330012188,0.0497858738621121,0.0337216210994183,0.0319026307567766,1.42694971593833,1.4501664239717,2.7074193478087,1.70419017010085,1.63552134745904,1.87815722977054,0.214750396080839,0.620218669373559,4.54731349459604
1.5,2.23756661011961,1.67587685726181,1.833685346008,1.17054262366358,0.332163175826878,0.306484111943903,0.214574282484585,1.02462195545374,0.454672548202039,0.575304005478658,3.809532806648,1.31609203185231,1.97621025500038,1.02577326727684,1.14285685719314,2.01621077201993,2.72159381813279,4.00144587814009,2.03867158071553,0.999063884014709,1.29267780541501,1.27594506517278,0.949174594331107,1.05865179567321,0.831055956786518,0.180593990045508,0.552413354773099,0.477178668061209,3.82131566056215,0.396261941075651,1.98456719661737,1.0936665468,4.7130955056516,2.00420776511709,0.890802822782941,0.999715133610255,0.491269071533341,0.719523909008289,2.44034273395395,1.65583251040191,0.588658166907855,0.149886710882986,0.909580841496255,0.542220325154092,0.393665967271366,0.896754699745802,2.20068862661666,1.26408157651611,0.966048476215636,0.0327138304310532,0.46162545648205,1.68210942201094,4.82553547529624,1.57193895247773,1.88382813825385,0.206850178391733,2.34171350204196,1.60238502481184,0.680932273556569,1.35738524601541,1.30448062230563,1.0692115144818,1.36047199123302,0.196341760801413,2.00281386781708
1.75,0.920247403501988,1.09746280701736,0.32277265561953,1.14290190054803,0.302929998376059,0.104343692087283,1.18730702869407,0.93144932991141,1.68450006584983,0.794241906743917,1.6346186773508,1.41300948430607,0.68432989150489,1.57387137064843,1.75543581099736,1.15709070999723,0.531373021081569,0.182020444042284,0.95927505233036,1.1913548625439,0.614378484717446,0.0657280333492309,0.987297524694065,0.283772874037968,0.112067502316299,1.67703171067801,0.267228886665176,0.431196722202909,2.21203153173849,2.04911105531296,0.638837758527951,1.17964554147853,0.0955835645056267,0.295679444594306,0.48746249411594,0.207901692187302,1.12226298722413,0.700181484876896,0.395765033041483,1.15573967174127,0.0524231005964289,0.536765686101971,0.312227413311556,0.0399000573115052,2.3493379928971,1.3513346669056,0.193605595234224,1.80411477622492,0.15945658407564,1.04164300223708,1.00699158157948,0.344827196723805,2.51652484074532,1.70074145740437,0.785177341328928,2.01139295061348,0.70634696463135,0.410657334925167,2.26073775652873,0.25674366131093,1.17864799514849,0.0408537279025022,0.0331849812741279,2.08156243183085,0.317372633539123
2,1.01473391099494,0.13810951454195,2.71673466592683,0.10669895081132,0.251543191249906,1.39156276922999,0.157341225688522,0.444755939448691,0.35066112666044,0.796785591362363,2.99584618109815,1.17516431240748,2.93754988620252,2.3734410574722,0.406479817239909,0.113940905969462,1.48403357166229,1.26466121200506,0.539966718251481,1.12890445518152,0.365530075867654,0.346253796154659,0.627887755356812,0.72850289988779,2.69347348638197,1.04914357217934,0.575606612750679,0.516768581155199,4.65300581432828,0.896284019491219,1.48635998422533,1.25283829721736,2.01191189373907,0.018370467737404,0.23616430507884,1.18989430959329,0.649096499471626,1.05970967520215,2.25525136643061,0.0533256938158622,1.24158782604535,0.814736388920065,0.302978561863049,0.962388554885432,0.737575610942395,0.70663767603073,2.15124392611975,0.724047525934158,1.59007407932262,0.608437694582883,0.0129210401744935,0.303729339590714,2.12659276767385,0.406437974622188,3.21651982954323,1.07908354246993,1.22991479814633,0.147406344627232,0.52814936638092,0.303509674694167,0.118053531582705,0.103755959476178,1.40530507664589,1.27269805338285,0.0357915946446861
2.25,0.999029806928124,0.993418371920499,0.495965928501219,0.462139439085509,1.06823498804527,0.183722725525155,0.624863388508231,1.12083213333378,0.444770137006255,0.199409571026484,0.805939183894068,1.35856644514548,1.41073902021567,1.51942502461586,0.403300459117178,0.622224517937032,1.23800593022558,0.559662934959778,1.63012360870071,0.857702992782088,0.950983836199255,0.196299348874196,1.19907539262506,1.09874358190351,0.777620112361644,0.833106948091161,0.768513884785552,1.26430222232746,1.56071507830709,1.48261517660824,0.521158112307045,0.939577445674534,0.401009099923128,0.642407325464551,1.35554407041003,0.684382149788249,0.629083324710941,0.987850607678839,1.01883053961241,1.05979642437965,0.795925225452274,0.139075554900366,1.10305312475036,1.04987292546529,0.476953269208724,0.684698080570291,0.43581458094697,0.411148184522594,1.19724466562948,1.02636883911088,0.564455600763803,0.909868516734505,1.22424412577307,0.889934122712061,1.30646616849821,1.36513472763118,0.478155972891501,1.18626843934292,0.486277996582013,0.497040321011688,0.00349043880483795,0.118395132306505,1.03000007985682,0.754160309033943,0.336683641238991
